#Run;Collection date;AST phenotypes;Isolate;Location;Isolation source
SRR26809144;2023;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=S,cefoxitin=S,ceftazidime=I,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=I,meropenem=S,nitrofurantoin=I,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001986253.1;USA:Boston;urine
SRR26809146;2023;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=I,meropenem=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001986254.2;USA:Boston;Spinous process
SRR26809117;2023;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefazolin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=R,levofloxacin=R,meropenem=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT002035946.1;USA:Boston;urine
SRR26809125;2023;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,gentamicin=S,levofloxacin=S,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=I,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT002035967.1;USA:Boston;urine
SRR27984545;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=S,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,daptomycin=S,doxycycline=I,erythromycin=I,gentamicin=S,levofloxacin=R,linezolid=S,meropenem=R,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R,vancomycin=S;PDT002080300.1;USA:Boston;bile
SRR27984553;2024;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=S,cefoxitin=S,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT002080324.1;USA:Boston;blood
SRR28625626;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefiderocol=S,cefoxitin=R,ceftaroline=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,clindamycin=S,erythromycin=R,gentamicin=S,levofloxacin=S,linezolid=S,meropenem=R,minocycline=S,moxifloxacin=S,oxacillin=R,piperacillin-tazobactam=R,rifampin=S,tetracycline=R,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S,vancomycin=S;PDT002136287.1;USA:Boston;tracheal aspirate
SRR28625636;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT002136297.1;USA:Boston;Peg site
SRR28625637;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime-avibactam=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=I,meropenem-vaborbactam=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT002136298.1;USA:Boston;blood
SRR28625640;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=S,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,daptomycin=S,doxycycline=R,ertapenem=S,erythromycin=R,gentamicin=R,levofloxacin=R,linezolid=S,meropenem=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R,vancomycin=S;PDT002136301.1;USA:Boston;Leg
SRR28625643;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=R,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=R,meropenem=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT002136304.1;USA:Boston;Bronchial alveolar lavage
SRR28625647;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=S,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT002136308.1;USA:Boston;Left breast pocket
SRR28625648;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime-avibactam=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,gentamicin=R,levofloxacin=I,meropenem-vaborbactam=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT002136309.1;USA:Boston;blood
SRR28625651;2024;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=R,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT002136312.1;USA:Boston;Bronchial alveolar lavage
SRR28625663;2024;amikacin=S,amoxicillin-clavulanic acid=R,cefepime=S,cefoxitin=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=I,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,piperacillin-tazobactam=R,tetracycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT002136324.1;USA:Boston;sputum
SRR28625669;2024;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,cefepime=S,cefoxitin=S,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,ertapenem=S,gentamicin=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT002136330.1;USA:Boston;Abscess
SRR28813399;2024;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=S,cefepime=I,cefiderocol=S,cefoxitin=R,ceftazidime=S,ceftriaxone=R,ciprofloxacin=R,doxycycline=R,erythromycin=R,gentamicin=R,levofloxacin=R,linezolid=S,meropenem=R,piperacillin-tazobactam=I,tetracycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R,vancomycin=S;PDT002147335.1;USA:Boston;Foot wound
SRR28813407;2024;amikacin=S,amoxicillin-clavulanic acid=I,ampicillin=R,cefepime=R,cefoxitin=S,ceftaroline=R,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,ertapenem=S,gentamicin=S,levofloxacin=I,meropenem=S,piperacillin-tazobactam=S,tetracycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT002147343.1;USA:Boston;sputum
SRR3219826;2011;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=R,cefotaxime=R,cefoxitin=I,ceftazidime-clavulanic acid=ND,ceftazidime=ND,ceftriaxone=R,chloramphenicol=ND,ciprofloxacin=R,colistin=ND,doripenem=I,ertapenem=R,gentamicin=R,imipenem=R,meropenem=I,minocycline=ND,piperacillin-tazobactam=ND,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000130457.2;USA: California;urine
SRR3219827;2011;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=R,cefotaxime=R,cefoxitin=I,ceftazidime-clavulanic acid=ND,ceftazidime=ND,ceftriaxone=R,chloramphenicol=ND,ciprofloxacin=R,colistin=ND,doripenem=I,ertapenem=R,gentamicin=R,imipenem=I,meropenem=I,minocycline=ND,piperacillin-tazobactam=ND,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000130458.2;USA: California;sputum
SRR3219817;2011;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=R,cefotaxime=R,cefoxitin=I,ceftazidime-clavulanic acid=ND,ceftazidime=ND,ceftriaxone=R,chloramphenicol=ND,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=I,levofloxacin=R,meropenem=R,minocycline=ND,piperacillin-tazobactam=ND,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000130459.2;USA: California;urine
SRR3219271;2011;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=R,cefotaxime=R,cefoxitin=I,ceftazidime-clavulanic acid=ND,ceftazidime=ND,ceftriaxone=R,chloramphenicol=ND,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=I,levofloxacin=R,meropenem=R,minocycline=ND,piperacillin-tazobactam=ND,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000130460.2;USA: California;urine
SRR3219834;2011;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=R,cefotaxime=R,cefoxitin=I,ceftazidime-clavulanic acid=ND,ceftazidime=ND,ceftriaxone=R,chloramphenicol=ND,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,minocycline=ND,piperacillin-tazobactam=ND,polymyxin B=ND,tetracycline=R,tigecycline=I,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000130462.2;USA: Washington;wound
SRR3981083;2011;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=S,meropenem=R,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=I,tigecycline=I,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000141557.4;USA;blood
SRR3981084;2011;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=S,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000141558.4;USA;urine
SRR5386451;2011;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875529.1;USA: Houston;respiratory
SRR3219831;2011;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=R,cefotaxime=R,cefoxitin=I,ceftazidime-clavulanic acid=ND,ceftazidime=ND,ceftriaxone=R,chloramphenicol=ND,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,meropenem=R,minocycline=ND,piperacillin-tazobactam=ND,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT001230705.1;USA: California;sputum
SRR3185094;2012;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,cefuroxime=R,ciprofloxacin=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,moxifloxacin=R,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=I,tigecycline=R,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000111517.2;Afghanistan;SURVEILLANCE
SRR3185095;2012;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefotaxime=R,ceftazidime=R,ceftriaxone=R,cefuroxime=R,ciprofloxacin=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,moxifloxacin=R,nitrofurantoin=R,piperacillin-tazobactam=R,tetracycline=S,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000111518.2;Honduras;respiratory
SRR3219835;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=R,cefotaxime=R,cefoxitin=I,ceftazidime-clavulanic acid=ND,ceftazidime=ND,ceftriaxone=R,chloramphenicol=ND,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,minocycline=ND,piperacillin-tazobactam=ND,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S;PDT000130463.2;USA: Virginia;Peritoneal Fluid
SRR3221668;2012;amikacin=R,amoxicillin-clavulanic acid=R,ampicillin-sulbactam=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=R,cefotaxime=R,cefoxitin=I,ceftazidime-clavulanic acid=ND,ceftazidime=ND,ceftriaxone=R,chloramphenicol=ND,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,minocycline=ND,piperacillin-tazobactam=ND,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000130464.2;USA: Illinois;urine
SRR3981085;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=I,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000141559.4;USA;urine
SRR3981086;2012;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=S;PDT000141560.4;USA;urine
SRR3981087;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000141561.4;USA;urine
SRR3982097;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000141571.4;USA;urine
SRR3982098;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000141572.4;USA;urine
SRR3982100;2012;amikacin=S,amoxicillin-clavulanic acid=S,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=S,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=S,levofloxacin=R,meropenem=S,piperacillin-tazobactam=S,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=I,trimethoprim-sulfamethoxazole=S;PDT000141574.2;USA;urine
SRR3982129;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=I,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=S,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=R,tigecycline=I,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000141577.4;USA;urine
SRR3982131;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=S,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=R,tigecycline=R,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000141578.4;USA;urine
SRR3982178;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=R,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000141582.10;USA;urine
SRR3982216;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=I,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=S,ertapenem=S,gentamicin=S,imipenem=S,levofloxacin=S,meropenem=S,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=S;PDT000141584.4;USA;urine
SRR3982229;2012;amikacin=I,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000141585.4;USA;urine
SRR3982230;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=R,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=I,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000141586.5;USA;urine
SRR3982253;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=R,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=R,colistin=ND,doripenem=R,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=R,meropenem=R,piperacillin-tazobactam=R,polymyxin B=ND,tetracycline=R,tigecycline=S,tobramycin=R,trimethoprim-sulfamethoxazole=R;PDT000141587.4;USA;urine
SRR3982254;2012;amikacin=S,amoxicillin-clavulanic acid=R,ampicillin=R,aztreonam=R,cefazolin=R,cefepime=S,cefotaxime-clavulanic acid=ND,cefotaxime=R,cefoxitin=R,ceftazidime-clavulanic acid=ND,ceftazidime=R,ceftriaxone=R,ciprofloxacin=S,colistin=ND,doripenem=I,ertapenem=R,gentamicin=S,imipenem=R,levofloxacin=S,meropenem=R,piperacillin-tazobactam=I,polymyxin B=ND,tetracycline=S,tigecycline=S,tobramycin=S,trimethoprim-sulfamethoxazole=R;PDT000141588.4;USA;urine
SRR5385440;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000874583.1;USA: Houston;urine
SRR5385457;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000874600.1;USA: Houston;urine
SRR5385460;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000874603.1;USA: Houston;urine
SRR5385480;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000874623.1;USA: Houston;urine
SRR5385493;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000874635.1;USA: Houston;wound
SRR5385502;2012;ceftazidime=S,ceftriaxone=R,piperacillin-tazobactam=I;PDT000874644.1;USA: Houston;urine
SRR5385525;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000874667.1;USA: Houston;TISSUE
SRR5385530;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000874672.1;USA: Houston;blood
SRR5385537;2012;ceftazidime=I,ceftriaxone=I,piperacillin-tazobactam=R;PDT000874679.1;USA: Houston;respiratory
SRR5386165;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875244.1;USA: Houston;respiratory
SRR5386172;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875251.1;USA: Houston;urine
SRR5386182;2012;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=I;PDT000875261.1;USA: Houston;blood
SRR5386192;2012;ceftazidime=R,ceftriaxone=I,piperacillin-tazobactam=S;PDT000875271.1;USA: Houston;ULCER
SRR5386193;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875272.1;USA: Houston;urine
SRR5386194;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875273.1;USA: Houston;urine
SRR5386208;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875287.1;USA: Houston;respiratory
SRR5386211;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875290.1;USA: Houston;urine
SRR5386220;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875299.1;USA: Houston;respiratory
SRR5386223;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875302.1;USA: Houston;urine
SRR5386265;2012;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=R;PDT000875343.1;USA: Houston;urine
SRR5386267;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=I;PDT000875345.1;USA: Houston;blood
SRR5386268;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875346.1;USA: Houston;TISSUE
SRR5386272;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875350.1;USA: Houston;urine
SRR5386290;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875368.1;USA: Houston;blood
SRR5386304;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875382.1;USA: Houston;urine
SRR5386329;2012;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=I;PDT000875407.1;USA: Houston;urine
SRR5386336;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875414.1;USA: Houston;respiratory
SRR5386339;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875417.1;USA: Houston;urine
SRR5386342;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875420.1;USA: Houston;ULCER
SRR5386344;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875422.1;USA: Houston;ABSCESS
SRR5386364;2012;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=R;PDT000875442.1;USA: Houston;urine
SRR5386367;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=S;PDT000875445.1;USA: Houston;urine
SRR5386370;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875448.1;USA: Houston;urine
SRR5386377;2012;ceftazidime=S,ceftriaxone=I,piperacillin-tazobactam=R;PDT000875455.1;USA: Houston;respiratory
SRR5386386;2012;ceftazidime=R,ceftriaxone=I,piperacillin-tazobactam=S;PDT000875464.1;USA: Houston;blood
SRR5386405;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875483.1;USA: Houston;TISSUE
SRR5386407;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875485.1;USA: Houston;PUS
SRR5386414;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875492.1;USA: Houston;urine
SRR5386416;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875494.1;USA: Houston;urine
SRR5386418;2012;ceftazidime=R,ceftriaxone=I,piperacillin-tazobactam=R;PDT000875496.1;USA: Houston;respiratory
SRR5386420;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875498.1;USA: Houston;respiratory
SRR5386422;2012;ceftazidime=R,ceftriaxone=R,piperacillin-tazobactam=R;PDT000875500.1;USA: Houston;urine
